id,answer
sentence_1666,A
sentence_1667,A
sentence_1668,A
sentence_1669,A
sentence_1670,A
sentence_1671,A
sentence_1672,A
sentence_1673,A
sentence_1674,A
sentence_1675,A
sentence_1676,A
sentence_1677,A
sentence_1678,A
sentence_1679,A
sentence_1680,A
sentence_1681,A
sentence_1682,A
sentence_1683,A
sentence_1684,A
sentence_1685,A
sentence_1686,A
sentence_1687,A
sentence_1688,A
sentence_1689,A
sentence_1690,A
sentence_1691,A
sentence_1692,A
sentence_1693,A
sentence_1694,A
sentence_1695,A
sentence_1696,A
sentence_1697,A
sentence_1698,A
sentence_1699,A
sentence_1700,A
sentence_1701,A
sentence_1702,A
sentence_1703,A
sentence_1704,A
sentence_1705,A
sentence_1706,A
sentence_1707,A
sentence_1708,A
sentence_1709,A
sentence_1710,A
sentence_1711,A
sentence_1712,A
sentence_1713,A
sentence_1714,A
sentence_1715,A
sentence_1716,A
sentence_1717,A
sentence_1718,A
sentence_1719,A
sentence_1720,A
sentence_1721,A
sentence_1722,A
sentence_1723,A
sentence_1724,A
sentence_1725,A
sentence_1726,A
sentence_1727,A
sentence_1728,A
sentence_1729,A
sentence_1730,A
sentence_1731,A
sentence_1732,A
sentence_1733,A
sentence_1734,A
sentence_1735,A
sentence_1736,A
sentence_1737,A
sentence_1738,A
sentence_1739,A
sentence_1740,A
sentence_1741,A
sentence_1742,A
sentence_1743,A
sentence_1744,A
sentence_1745,A
sentence_1746,A
sentence_1747,A
sentence_1748,A
sentence_1749,A
sentence_1750,A
sentence_1751,A
sentence_1752,A
sentence_1753,A
sentence_1754,A
sentence_1755,A
sentence_1756,A
sentence_1757,A
sentence_1758,A
sentence_1759,A
sentence_1760,A
sentence_1761,A
sentence_1762,A
sentence_1763,A
sentence_1764,A
sentence_1765,A
sentence_1766,A
sentence_1767,A
sentence_1768,A
sentence_1769,A
sentence_1770,A
sentence_1771,A
sentence_1772,A
sentence_1773,A
sentence_1774,A
sentence_1775,A
sentence_1776,A
sentence_1777,A
sentence_1778,A
sentence_1779,A
sentence_1780,A
sentence_1781,A
sentence_1782,A
sentence_1783,A
sentence_1784,A
sentence_1785,A
sentence_1786,A
sentence_1787,A
sentence_1788,A
sentence_1789,A
sentence_1790,A
sentence_1791,A
sentence_1792,A
sentence_1793,A
sentence_1794,A
sentence_1795,A
sentence_1796,A
sentence_1797,A
sentence_1798,A
sentence_1799,A
sentence_1800,A
sentence_1801,A
sentence_1802,A
sentence_1803,A
sentence_1804,A
sentence_1805,A
sentence_1806,A
sentence_1807,A
sentence_1808,A
sentence_1809,A
sentence_1810,A
sentence_1811,A
sentence_1812,A
sentence_1813,A
sentence_1814,A
sentence_1815,A
sentence_1816,A
sentence_1817,A
sentence_1818,A
sentence_1819,A
sentence_1820,A
sentence_1821,A
sentence_1822,A
sentence_1823,A
sentence_1824,A
sentence_1825,A
sentence_1826,A
sentence_1827,A
sentence_1828,A
sentence_1829,A
sentence_1830,A
sentence_1831,A
sentence_1832,A
sentence_1833,A
sentence_1834,A
sentence_1835,A
sentence_1836,A
sentence_1837,A
sentence_1838,A
sentence_1839,A
sentence_1840,A
sentence_1841,A
sentence_1842,A
sentence_1843,A
sentence_1844,A
sentence_1845,A
sentence_1846,A
sentence_1847,A
sentence_1848,A
sentence_1849,A
sentence_1850,A
sentence_1851,A
sentence_1852,A
sentence_1853,A
sentence_1854,A
sentence_1855,A
sentence_1856,A
sentence_1857,A
sentence_1858,A
sentence_1859,A
sentence_1860,A
sentence_1861,A
sentence_1862,A
sentence_1863,A
sentence_1864,A
sentence_1865,A
sentence_1866,A
sentence_1867,A
sentence_1868,A
sentence_1869,A
sentence_1870,A
sentence_1871,A
sentence_1872,A
sentence_1873,A
sentence_1874,A
sentence_1875,A
sentence_1876,A
sentence_1877,A
sentence_1878,A
sentence_1879,A
sentence_1880,A
sentence_1881,A
sentence_1882,A
sentence_1883,A
sentence_1884,A
sentence_1885,A
sentence_1886,A
sentence_1887,A
sentence_1888,A
sentence_1889,A
sentence_1890,A
sentence_1891,A
sentence_1892,A
sentence_1893,A
sentence_1894,A
sentence_1895,A
sentence_1896,A
sentence_1897,A
sentence_1898,A
sentence_1899,A
sentence_1900,A
sentence_1901,A
sentence_1902,A
sentence_1903,A
sentence_1904,A
sentence_1905,A
sentence_1906,A
sentence_1907,A
sentence_1908,A
sentence_1909,A
sentence_1910,A
sentence_1911,A
sentence_1912,A
sentence_1913,A
sentence_1914,A
sentence_1915,A
sentence_1916,A
sentence_1917,A
sentence_1918,A
sentence_1919,A
sentence_1920,A
sentence_1921,A
sentence_1922,A
sentence_1923,A
sentence_1924,A
sentence_1925,A
sentence_1926,A
sentence_1927,A
sentence_1928,A
sentence_1929,A
sentence_1930,A
sentence_1931,A
sentence_1932,A
sentence_1933,A
sentence_1934,A
sentence_1935,A
sentence_1936,A
sentence_1937,A
sentence_1938,A
sentence_1939,A
sentence_1940,A
sentence_1941,A
sentence_1942,A
sentence_1943,A
sentence_1944,A
sentence_1945,A
sentence_1946,A
sentence_1947,A
sentence_1948,A
sentence_1949,A
sentence_1950,A
sentence_1951,A
sentence_1952,A
sentence_1953,A
sentence_1954,A
sentence_1955,A
sentence_1956,A
sentence_1957,A
sentence_1958,A
sentence_1959,A
sentence_1960,A
sentence_1961,A
sentence_1962,A
sentence_1963,A
sentence_1964,A
sentence_1965,A
sentence_1966,A
sentence_1967,A
sentence_1968,A
sentence_1969,A
sentence_1970,A
sentence_1971,A
sentence_1972,A
sentence_1973,A
sentence_1974,A
sentence_1975,A
sentence_1976,A
sentence_1977,A
sentence_1978,A
sentence_1979,A
sentence_1980,A
sentence_1981,A
sentence_1982,A
sentence_1983,A
sentence_1984,A
sentence_1985,A
sentence_1986,A
sentence_1987,A
sentence_1988,A
sentence_1989,A
sentence_1990,A
sentence_1991,A
sentence_1992,A
sentence_1993,A
sentence_1994,A
sentence_1995,A
sentence_1996,A
sentence_1997,A
sentence_1998,A
sentence_1999,A
sentence_2000,A
